"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경기도 용인수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.34","202202","5","79,000","4","2000","풍덕천로 91","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.39","202202","10","84,200","11","2000","풍덕천로 91","","중개거래","경기 용인기흥구, 경기 용인수지구"
"경기도 용인수지구 풍덕천동","1027","1027","0000","신정마을진흥","84.99","202202","28","80,000","7","1999","풍덕천로 19","","중개거래","경기 광명시"
"경기도 용인수지구 풍덕천동","1104","1104","0000","용인수지신정마을9단지","49.26","202202","19","67,500","4","2000","풍덕천로 76","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1104","1104","0000","용인수지신정마을9단지","49.26","202202","22","70,500","10","2000","풍덕천로 76","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.658","202202","18","102,000","12","2004","수지로 166","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1186","1186","0000","정자뜰마을태영데시앙2차","84.6587","202202","23","100,000","5","2006","풍덕천로22번길 67","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","664","0664","0000","풍림아파트","59.76","202202","12","63,900","10","1994","문인로 59","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","700-1","0700","0001","현대","84.51","202202","8","85,000","13","1994","수지로342번길 18","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1112","1112","0000","현대성우8차","59.99","202202","9","79,000","16","1999","풍덕천로 52","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1112","1112","0000","현대성우8차","59.99","202202","10","79,000","13","1999","풍덕천로 52","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1112","1112","0000","현대성우8차","59.99","202202","16","80,000","19","1999","풍덕천로 52","","중개거래","경기 용인수지구"
"경기도 용인처인구 고림동","1000","1000","0000","금평마을영화","118.9203","202202","11","38,500","10","2003","금어로 102","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","1001","1001","0000","보평마을삼정그린뷰","75.5","202202","7","29,950","4","2004","금어로 74","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","1005","1005","0000","양우내안애에듀파크","74.8272","202202","14","57,000","23","2018","경안천로 112","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","1014","1014","0000","양우내안애에듀퍼스트","63.6851","202202","12","48,000","12","2019","경안천로 196-1","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","1014","1014","0000","양우내안애에듀퍼스트","63.6851","202202","19","48,000","10","2019","경안천로 196-1","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","1002","1002","0000","예원마을코아루","84.75","202202","14","27,500","11","2004","한터로275번길 40","","중개거래","경기 용인처인구, 서울 용산구"
"경기도 용인처인구 고림동","1002","1002","0000","예원마을코아루","59.88","202202","17","20,000","10","2004","한터로275번길 40","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","997","0997","0000","예진마을","59.5627","202202","5","18,000","15","2003","한터로152번길 62","20220323","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","997","0997","0000","예진마을","83.8066","202202","11","34,500","5","2003","한터로152번길 62","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","997","0997","0000","예진마을","83.8066","202202","11","34,500","5","2003","한터로152번길 62","20220214","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","995","0995","0000","예진마을인정피렌체","84.9801","202202","3","27,300","5","2001","한터로152번길 15","","중개거래","경기 오산시"
"경기도 용인처인구 고림동","995","0995","0000","예진마을인정피렌체","84.9801","202202","21","34,900","3","2001","한터로152번길 15","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","264-8","0264","0008","인정빌리지1","59.93","202202","8","26,000","8","2000","한터로152번길 45","","중개거래","경기 용인처인구"
"경기도 용인처인구 고림동","264-8","0264","0008","인정빌리지1","59.93","202202","13","24,900","10","2000","한터로152번길 45","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","513","0513","0000","그린힐","77.49","202202","14","20,800","15","2004","금학로349번길 33-8","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","193","0193","0000","라이프미성","84.97","202202","28","19,800","6","1991","학산로49번길 20","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","63-9","0063","0009","에스원스마트빌","12.542","202202","8","5,800","7","2014","백옥대로 1104","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","63-9","0063","0009","에스원스마트빌","12.542","202202","17","5,900","7","2014","백옥대로 1104","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","254-158","0254","0158","용인유메이드","15.0451","202202","19","7,700","12","2017","금령로 43","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","352-19","0352","0019","우원","78.06","202202","18","13,000","1","1990","중부대로1424번길 11-5","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","321-1","0321","0001","타임빌2차","49.96","202202","5","17,500","5","2015","금령로27번길 16-6","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","4-2","0004","0002","현대아파트","84.36","202202","7","32,000","21","1995","백옥대로1068번길 12","","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","4-2","0004","0002","현대아파트","84.36","202202","7","32,000","21","1995","백옥대로1068번길 12","20220215","중개거래","경기 용인처인구"
"경기도 용인처인구 김량장동","4-2","0004","0002","현대아파트","59.985","202202","16","31,450","20","1995","백옥대로1068번길 12","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 아곡리","681","0681","0000","e편한세상용인한숲시티5단지","84.658","202202","9","50,400","16","2018","한숲로 83","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 아곡리","681","0681","0000","e편한세상용인한숲시티5단지","44.356","202202","11","28,400","3","2018","한숲로 83","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 아곡리","681","0681","0000","e편한세상용인한숲시티5단지","90.083","202202","11","45,000","2","2018","한숲로 83","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 아곡리","681","0681","0000","e편한세상용인한숲시티5단지","44.356","202202","19","28,500","5","2018","한숲로 83","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 아곡리","681","0681","0000","e편한세상용인한숲시티5단지","44.356","202202","21","29,000","16","2018","한숲로 83","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","945","0945","0000","e편한세상용인한숲시티2단지","84.233","202202","23","45,200","12","2018","한숲로 137","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","945","0945","0000","e편한세상용인한숲시티2단지","59.709","202202","26","37,900","11","2018","한숲로 137","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","949","0949","0000","e편한세상용인한숲시티3단지","59.798","202202","16","40,500","13","2018"," 123","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","952","0952","0000","e편한세상용인한숲시티4단지","84.233","202202","22","48,000","26","2018"," 124","","직거래","-"
"경기도 용인처인구 남사읍 완장리","952","0952","0000","e편한세상용인한숲시티4단지","84.233","202202","23","45,000","9","2018"," 124","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","952","0952","0000","e편한세상용인한숲시티4단지","84.826","202202","26","46,500","18","2018"," 124","","중개거래","경기 수원권선구"
"경기도 용인처인구 남사읍 완장리","954","0954","0000","e편한세상용인한숲시티6단지","59.798","202202","19","39,700","25","2018"," 84","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","954","0954","0000","e편한세상용인한숲시티6단지","59.798","202202","19","38,000","28","2018"," 84","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","954","0954","0000","e편한세상용인한숲시티6단지","59.798","202202","24","38,000","12","2018"," 84","","중개거래","경기 용인처인구"
"경기도 용인처인구 남사읍 완장리","954","0954","0000","e편한세상용인한숲시티6단지","84.658","202202","28","49,000","24","2018"," 84","20220304","직거래","-"
"경기도 용인처인구 마평동","605-1","0605","0001","라이프","58.1","202202","26","15,800","1","1993","동부로 7","","중개거래","경기 용인처인구"
"경기도 용인처인구 마평동","957","0957","0000","푸른마을용인자이","84.915","202202","11","44,500","10","2006","금학로 520","","중개거래","경기 용인처인구"
"경기도 용인처인구 모현읍 왕산리","948","0948","0000","용인모현스위첸","84.983","202202","17","39,500","5","2012"," 12","","중개거래","경기 용인처인구"
"경기도 용인처인구 모현읍 왕산리","948","0948","0000","용인모현스위첸","84.981","202202","23","39,800","7","2012"," 12","","중개거래","경기 용인처인구"
"경기도 용인처인구 모현읍 왕산리","464-2","0464","0002","풍산마을햇빛","84.23","202202","16","30,500","13","2000"," 21-8","","중개거래","경기 용인처인구"
"경기도 용인처인구 모현읍 왕산리","464-2","0464","0002","풍산마을햇빛","84.23","202202","16","30,800","4","2000"," 21-8","","중개거래","경기 용인처인구"
"경기도 용인처인구 모현읍 일산리","669","0669","0000","신안인스빌1단지","84.92","202202","10","36,500","14","2004"," 326","","중개거래","경기 용인처인구"
"경기도 용인처인구 모현읍 일산리","671","0671","0000","신안인스빌2단지","84.92","202202","25","38,000","17","2004"," 326","","중개거래","경기 용인처인구"
